STATION,NAME,DATE,Year,Month,PRCP,TAVG,TMAX,TMIN,,Location,Month,Mean,StDev,ln(Mean),ln(StDev)
USC00068138,"STORRS, CT US",1889-11,1889,11-Nov,5.91,41,48.1,33.8,,,,,,,
USC00068138,"STORRS, CT US",1889-12,1889,12-Dec,2.88,35.2,44.5,25.9,,,,,,,
USC00068138,"STORRS, CT US",1890-01,1890,1-Jan,2.66,31.9,41.8,22.1,,,,,,,
USC00068138,"STORRS, CT US",1890-02,1890,2-Feb,3.28,31.6,40.6,22.6,,,,,,,
USC00068138,"STORRS, CT US",1890-03,1890,3-Mar,6.11,31,38.9,23.1,,,,,,,
USC00068138,"STORRS, CT US",1890-04,1890,4-Apr,3.15,45,56.1,33.9,,,,,,,
USC00068138,"STORRS, CT US",1890-05,1890,5-May,6.33,55.5,66.1,44.9,,,,,,,
USC00068138,"STORRS, CT US",1890-06,1890,6-Jun,2.79,63.2,73.5,52.9,,,,,,,
USC00068138,"STORRS, CT US",1890-07,1890,7-Jul,2.81,67.5,78,57,,,,,,,
USC00068138,"STORRS, CT US",1890-08,1890,8-Aug,4.26,66.5,75,58,,,,,,,
USC00068138,"STORRS, CT US",1890-09,1890,9-Sep,7.19,60.6,69.8,51.5,,,,,,,
USC00068138,"STORRS, CT US",1890-10,1890,10-Oct,5.25,48,55.4,40.6,,,,,,,
USC00068138,"STORRS, CT US",1890-11,1890,11-Nov,0.82,38.2,47.1,29.3,,,,,,,
USC00068138,"STORRS, CT US",1890-12,1890,12-Dec,4.21,23.3,31.7,14.8,,,,,,,
USC00068138,"STORRS, CT US",1891-01,1891,1-Jan,8.54,28.2,35.8,20.6,,,,,,,
USC00068138,"STORRS, CT US",1891-02,1891,2-Feb,5.64,29.1,38.2,20.1,,,,,,,
USC00068138,"STORRS, CT US",1891-03,1891,3-Mar,4.43,32.4,41.1,23.6,,,,,,,
USC00068138,"STORRS, CT US",1891-04,1891,4-Apr,3.52,46.5,56.7,36.4,,,,,,,
USC00068138,"STORRS, CT US",1891-05,1891,5-May,2.5,54.3,66.1,42.6,,,,,,,
USC00068138,"STORRS, CT US",1891-06,1891,6-Jun,1.84,64.3,75.2,53.3,,,,,,,
USC00068138,"STORRS, CT US",1891-07,1891,7-Jul,4.96,65.5,74.6,56.3,,,,,,,
USC00068138,"STORRS, CT US",1891-08,1891,8-Aug,3.95,68.7,77.6,59.8,,,,,,,
USC00068138,"STORRS, CT US",1891-09,1891,9-Sep,4.08,64.3,73.6,54.9,,,,,,,
USC00068138,"STORRS, CT US",1891-10,1891,10-Oct,4.14,48.8,58.5,39.3,,,,,,,
USC00068138,"STORRS, CT US",1891-11,1891,11-Nov,3.09,38.9,48.4,29.3,,,,,,,
USC00068138,"STORRS, CT US",1891-12,1891,12-Dec,4.96,37.3,46.1,28.6,,,,,,,
USC00068138,"STORRS, CT US",1892-01,1892,1-Jan,4.91,25.2,33.9,16.4,,,,,,,
USC00068138,"STORRS, CT US",1892-02,1892,2-Feb,1.6,26.5,33.1,19.8,,,,,,,
USC00068138,"STORRS, CT US",1892-03,1892,3-Mar,3,29.9,38.2,21.6,,,,,,,
USC00068138,"STORRS, CT US",1892-04,1892,4-Apr,0.55,45.5,57.5,33.5,,,,,,,
USC00068138,"STORRS, CT US",1892-05,1892,5-May,5.61,53.9,63.4,44.3,,,,,,,
USC00068138,"STORRS, CT US",1892-06,1892,6-Jun,2.77,67,76.9,57.1,,,,,,,
USC00068138,"STORRS, CT US",1892-07,1892,7-Jul,3.25,69.3,81.1,57.6,,,,,,,
USC00068138,"STORRS, CT US",1892-08,1892,8-Aug,5.2,68.1,77.3,59,,,,,,,
USC00068138,"STORRS, CT US",1892-09,1892,9-Sep,1.4,59.6,70.4,48.7,,,,,,,
USC00068138,"STORRS, CT US",1892-10,1892,10-Oct,1.09,49.1,59.2,39,,,,,,,
USC00068138,"STORRS, CT US",1892-11,1892,11-Nov,5.41,38.8,47,30.5,,,,,,,
USC00068138,"STORRS, CT US",1892-12,1892,12-Dec,1.35,25,31.9,18.2,,,,,,,
USC00068138,"STORRS, CT US",1893-01,1893,1-Jan,2.39,17.4,26,8.9,,,,,,,
USC00068138,"STORRS, CT US",1893-02,1893,2-Feb,5.88,23.7,32.9,14.6,,,,,,,
USC00068138,"STORRS, CT US",1893-03,1893,3-Mar,4.68,30.2,38.2,22.3,,,,,,,
USC00068138,"STORRS, CT US",1893-04,1893,4-Apr,3.81,42.4,53,31.9,,,,,,,
USC00068138,"STORRS, CT US",1893-05,1893,5-May,7.13,55.8,66.6,45.2,,,,,,,
USC00068138,"STORRS, CT US",1893-06,1893,6-Jun,1.98,65,75.2,54.8,,,,,,,
USC00068138,"STORRS, CT US",1893-07,1893,7-Jul,1.58,67.9,79.3,56.6,,,,,,,
USC00068138,"STORRS, CT US",1893-08,1893,8-Aug,3.79,68.5,78.8,58.1,,,,,,,
USC00068138,"STORRS, CT US",1893-09,1893,9-Sep,2.58,56.2,66.8,45.6,,,,,,,
USC00068138,"STORRS, CT US",1893-10,1893,10-Oct,6.71,52.1,62,42.2,,,,,,,
USC00068138,"STORRS, CT US",1893-11,1893,11-Nov,2.45,38.1,46.6,29.7,,,,,,,
USC00068138,"STORRS, CT US",1893-12,1893,12-Dec,3.68,28.7,37.8,19.5,,,,,,,
USC00068138,"STORRS, CT US",1894-01,1894,1-Jan,2.24,27.8,35.9,19.8,,,,,,,
USC00068138,"STORRS, CT US",1894-02,1894,2-Feb,3.13,22.6,31.3,13.9,,,,,,,
USC00068138,"STORRS, CT US",1894-03,1894,3-Mar,1.18,39.3,49.2,29.5,,,,,,,
USC00068138,"STORRS, CT US",1894-04,1894,4-Apr,2.67,45,54.7,35.2,,,,,,,
USC00068138,"STORRS, CT US",1894-05,1894,5-May,3.57,56.6,67.6,45.5,,,,,,,
USC00068138,"STORRS, CT US",1894-06,1894,6-Jun,0.59,66.1,76.5,55.8,,,,,,,
USC00068138,"STORRS, CT US",1894-07,1894,7-Jul,2.09,71.9,83.2,60.7,,,,,,,
USC00068138,"STORRS, CT US",1894-08,1894,8-Aug,2.37,66.4,76.5,56.3,,,,,,,
USC00068138,"STORRS, CT US",1894-09,1894,9-Sep,3.01,63.6,73.4,53.8,,,,,,,
USC00068138,"STORRS, CT US",1894-10,1894,10-Oct,4.16,51.1,59.7,42.5,,,,,,,
USC00068138,"STORRS, CT US",1894-11,1894,11-Nov,4,34.2,41.7,26.8,,,,,,,
USC00068138,"STORRS, CT US",1894-12,1894,12-Dec,4.31,28.5,36.9,20.2,,,,,,,
USC00068138,"STORRS, CT US",1895-01,1895,1-Jan,4.78,24.2,32.3,16.1,,,,,,,
USC00068138,"STORRS, CT US",1895-02,1895,2-Feb,0.63,19.7,28.8,10.6,,,,,,,
USC00068138,"STORRS, CT US",1895-03,1895,3-Mar,2.62,31.3,39.2,23.3,,,,,,,
USC00068138,"STORRS, CT US",1895-04,1895,4-Apr,4.27,44.2,54.5,33.9,,,,,,,
USC00068138,"STORRS, CT US",1895-05,1895,5-May,2.16,57.8,69.9,45.7,,,,,,,
USC00068138,"STORRS, CT US",1895-06,1895,6-Jun,1.78,67.8,79.1,56.6,,,,,,,
USC00068138,"STORRS, CT US",1895-07,1895,7-Jul,4.13,66.1,75.5,56.7,,,,,,,
USC00068138,"STORRS, CT US",1895-08,1895,8-Aug,3.48,68.2,78.3,58.2,,,,,,,
USC00068138,"STORRS, CT US",1895-09,1895,9-Sep,2.97,63.3,74.2,52.5,,,,,,,
USC00068138,"STORRS, CT US",1895-10,1895,10-Oct,6.74,44.8,54.8,34.8,,,,,,,
USC00068138,"STORRS, CT US",1895-11,1895,11-Nov,6.97,41.9,50.8,33,,,,,,,
USC00068138,"STORRS, CT US",1895-12,1895,12-Dec,4.12,33,41.8,24.1,,,,,,,
USC00068138,"STORRS, CT US",1896-01,1896,1-Jan,1.59,21.3,28.9,13.7,,,,,,,
USC00068138,"STORRS, CT US",1896-02,1896,2-Feb,7.1,25.2,33.8,16.7,,,,,,,
USC00068138,"STORRS, CT US",1896-03,1896,3-Mar,4.87,29.1,37.7,20.5,,,,,,,
USC00068138,"STORRS, CT US",1896-04,1896,4-Apr,0.8,48.1,60.3,35.9,,,,,,,
USC00068138,"STORRS, CT US",1896-05,1896,5-May,2.72,59.5,71.7,47.3,,,,,,,
USC00068138,"STORRS, CT US",1896-06,1896,6-Jun,1.78,62.7,73.1,52.3,,,,,,,
USC00068138,"STORRS, CT US",1896-07,1896,7-Jul,3.22,70.2,79.4,61,,,,,,,
USC00068138,"STORRS, CT US",1896-08,1896,8-Aug,2.71,68.6,78.5,58.6,,,,,,,
USC00068138,"STORRS, CT US",1896-09,1896,9-Sep,7.03,59.9,69.6,50.3,,,,,,,
USC00068138,"STORRS, CT US",1896-10,1896,10-Oct,3.6,47.6,55.5,39.6,,,,,,,
USC00068138,"STORRS, CT US",1896-11,1896,11-Nov,2.49,43.7,52.7,34.8,,,,,,,
USC00068138,"STORRS, CT US",1896-12,1896,12-Dec,2.67,25.8,34.8,16.9,,,,,,,
USC00068138,"STORRS, CT US",1897-01,1897,1-Jan,3.83,24.4,33.1,15.7,,,,,,,
USC00068138,"STORRS, CT US",1897-02,1897,2-Feb,3.4,26.4,34,18.9,,,,,,,
USC00068138,"STORRS, CT US",1897-03,1897,3-Mar,3.67,34.7,44.1,25.3,,,,,,,
USC00068138,"STORRS, CT US",1897-04,1897,4-Apr,2.37,45.9,57.6,34.2,,,,,,,
USC00068138,"STORRS, CT US",1897-05,1897,5-May,4.44,56,66.3,45.7,,,,,,,
USC00068138,"STORRS, CT US",1897-06,1897,6-Jun,2.79,60.9,70.8,50.9,,,,,,,
USC00068138,"STORRS, CT US",1897-07,1897,7-Jul,12.15,69.7,78.1,61.2,,,,,,,
USC00068138,"STORRS, CT US",1897-08,1897,8-Aug,5.23,66,75.3,56.7,,,,,,,
USC00068138,"STORRS, CT US",1897-09,1897,9-Sep,1.4,60,71,48.9,,,,,,,
USC00068138,"STORRS, CT US",1897-10,1897,10-Oct,0.92,51.3,62.8,39.7,,,,,,,
USC00068138,"STORRS, CT US",1897-11,1897,11-Nov,7.14,37.8,46.9,28.6,,,,,,,
USC00068138,"STORRS, CT US",1897-12,1897,12-Dec,5.61,30.6,38,23.3,,,,,,,
USC00068138,"STORRS, CT US",1898-01,1898,1-Jan,4.69,25.2,33.5,16.9,,,,,,,
USC00068138,"STORRS, CT US",1898-02,1898,2-Feb,4.03,27.6,36,19.2,,,,,,,
USC00068138,"STORRS, CT US",1898-03,1898,3-Mar,3.09,40.2,50.1,30.3,,,,,,,
USC00068138,"STORRS, CT US",1898-04,1898,4-Apr,4.44,42.2,51.3,33.1,,,,,,,
USC00068138,"STORRS, CT US",1898-05,1898,5-May,3.81,54,63.3,44.7,,,,,,,
USC00068138,"STORRS, CT US",1898-06,1898,6-Jun,2.49,65.1,75.6,54.7,,,,,,,
USC00068138,"STORRS, CT US",1898-07,1898,7-Jul,6.24,69.8,80.1,59.6,,,,,,,
USC00068138,"STORRS, CT US",1898-08,1898,8-Aug,5.87,70,79.2,60.7,,,,,,,
USC00068138,"STORRS, CT US",1898-09,1898,9-Sep,2.22,63.9,74.7,53.1,,,,,,,
USC00068138,"STORRS, CT US",1898-10,1898,10-Oct,6.18,51.9,61,42.8,,,,,,,
USC00068138,"STORRS, CT US",1898-11,1898,11-Nov,6.11,37.6,45.7,29.4,,,,,,,
USC00068138,"STORRS, CT US",1898-12,1898,12-Dec,1.96,27.3,35,19.6,,,,,,,
USC00068138,"STORRS, CT US",1899-01,1899,1-Jan,3.77,24.9,34.2,15.5,,,,,,,
USC00068138,"STORRS, CT US",1899-02,1899,2-Feb,3.97,21.9,29.8,14,,,,,,,
USC00068138,"STORRS, CT US",1899-03,1899,3-Mar,6.3,30.7,37.8,23.6,,,,,,,
USC00068138,"STORRS, CT US",1899-04,1899,4-Apr,2.2,45.6,57.5,33.6,,,,,,,
USC00068138,"STORRS, CT US",1899-05,1899,5-May,1.27,56.2,68.8,43.6,,,,,,,
USC00068138,"STORRS, CT US",1899-06,1899,6-Jun,3.72,66.9,78.5,55.3,,,,,,,
USC00068138,"STORRS, CT US",1899-07,1899,7-Jul,5.56,68.7,78.8,58.6,,,,,,,
USC00068138,"STORRS, CT US",1899-08,1899,8-Aug,3.27,67.3,77.6,56.9,,,,,,,
USC00068138,"STORRS, CT US",1899-09,1899,9-Sep,3.31,59.2,69.3,49.1,,,,,,,
USC00068138,"STORRS, CT US",1899-10,1899,10-Oct,1.54,52.6,62.3,43,,,,,,,
USC00068138,"STORRS, CT US",1899-11,1899,11-Nov,2.1,38.4,47,29.8,,,,,,,
USC00068138,"STORRS, CT US",1899-12,1899,12-Dec,2.14,32,40.4,23.5,,,,,,,
USC00068138,"STORRS, CT US",1900-01,1900,1-Jan,3.42,26.7,36.3,17,,,,,,,
USC00068138,"STORRS, CT US",1900-02,1900,2-Feb,7.31,25.6,34.7,16.4,,,,,,,
USC00068138,"STORRS, CT US",1900-03,1900,3-Mar,6.73,30.3,40.8,19.7,,,,,,,
USC00068138,"STORRS, CT US",1900-04,1900,4-Apr,2.67,45.9,56.3,35.5,,,,,,,
USC00068138,"STORRS, CT US",1900-05,1900,5-May,4.91,55.2,67.3,43.2,,,,,,,
USC00068138,"STORRS, CT US",1900-06,1900,6-Jun,4.32,66,76.8,55.1,,,,,,,
USC00068138,"STORRS, CT US",1900-07,1900,7-Jul,2.76,70.9,81.6,60.3,,,,,,,
USC00068138,"STORRS, CT US",1900-08,1900,8-Aug,2.04,69.9,80.2,59.6,,,,,,,
USC00068138,"STORRS, CT US",1900-09,1900,9-Sep,2.27,63.2,74.7,51.6,,,,,,,
USC00068138,"STORRS, CT US",1900-10,1900,10-Oct,3,,63.8,,,,,,,,
USC00068138,"STORRS, CT US",1900-11,1900,11-Nov,6.79,,49.2,,,,,,,,
USC00068138,"STORRS, CT US",1900-12,1900,12-Dec,2.22,28.8,37.5,20.1,,,,,,,
USC00068138,"STORRS, CT US",1901-01,1901,1-Jan,1.84,24.3,32.1,16.5,,,,,,,
USC00068138,"STORRS, CT US",1901-02,1901,2-Feb,1.05,19.5,26.4,12.5,,,,,,,
USC00068138,"STORRS, CT US",1901-03,1901,3-Mar,7.19,33,41,24.9,,,,,,,
USC00068138,"STORRS, CT US",1901-04,1901,4-Apr,9.51,45.3,52.8,37.9,,,,,,,
USC00068138,"STORRS, CT US",1901-05,1901,5-May,6.31,54.4,64,44.8,,,,,,,
USC00068138,"STORRS, CT US",1901-06,1901,6-Jun,1.96,65.7,76.9,54.5,,,,,,,
USC00068138,"STORRS, CT US",1901-07,1901,7-Jul,5.54,72.1,81.5,62.7,,,,,,,
USC00068138,"STORRS, CT US",1901-08,1901,8-Aug,7.58,69.4,78.3,60.6,,,,,,,
USC00068138,"STORRS, CT US",1901-09,1901,9-Sep,4.33,62.3,72.3,52.3,,,,,,,
USC00068138,"STORRS, CT US",1901-10,1901,10-Oct,1.97,,,38.1,,,,,,,
USC00068138,"STORRS, CT US",1901-11,1901,11-Nov,3.04,33.7,41.6,25.8,,,,,,,
USC00068138,"STORRS, CT US",1901-12,1901,12-Dec,9.55,29.7,38.3,21.1,,,,,,,
USC00068138,"STORRS, CT US",1902-01,1902,1-Jan,2.53,23.7,32.8,14.7,,,,,,,
USC00068138,"STORRS, CT US",1902-02,1902,2-Feb,5.12,25.1,33.7,16.6,,,,,,,
USC00068138,"STORRS, CT US",1902-03,1902,3-Mar,6.36,40.8,50.1,31.6,,,,,,,
USC00068138,"STORRS, CT US",1902-04,1902,4-Apr,3.88,45.9,56.1,35.7,,,,,,,
USC00068138,"STORRS, CT US",1902-05,1902,5-May,1.59,55.6,67.3,43.8,,,,,,,
USC00068138,"STORRS, CT US",1902-06,1902,6-Jun,3.23,61.5,73.3,49.7,,,,,,,
USC00068138,"STORRS, CT US",1902-07,1902,7-Jul,7.48,,,,,,,,,,
USC00068138,"STORRS, CT US",1902-08,1902,8-Aug,2.17,66,77,55,,,,,,,
USC00068138,"STORRS, CT US",1902-09,1902,9-Sep,7.06,,69.6,,,,,,,,
USC00068138,"STORRS, CT US",1902-10,1902,10-Oct,5.68,50.3,59.8,40.8,,,,,,,
USC00068138,"STORRS, CT US",1902-11,1902,11-Nov,1.1,44.3,53.5,35.1,,,,,,,
USC00068138,"STORRS, CT US",1902-12,1902,12-Dec,5.86,25.5,34.3,16.8,,,,,,,
USC00068138,"STORRS, CT US",1903-01,1903,1-Jan,3.8,26.2,34.6,17.9,,,,,,,
USC00068138,"STORRS, CT US",1903-02,1903,2-Feb,5.18,27.8,35.9,19.7,,,,,,,
USC00068138,"STORRS, CT US",1903-03,1903,3-Mar,7.09,43.1,53.1,33.1,,,,,,,
USC00068138,"STORRS, CT US",1903-04,1903,4-Apr,2.81,45.9,55.9,36,,,,,,,
USC00068138,"STORRS, CT US",1903-05,1903,5-May,0.5,58.9,71.7,46,,,,,,,
USC00068138,"STORRS, CT US",1903-06,1903,6-Jun,9.24,59,66.8,51.2,,,,,,,
USC00068138,"STORRS, CT US",1903-07,1903,7-Jul,4.56,68.6,78,59.2,,,,,,,
USC00068138,"STORRS, CT US",1903-08,1903,8-Aug,4.52,61.8,70.5,53,,,,,,,
USC00068138,"STORRS, CT US",1903-09,1903,9-Sep,1.81,60.8,70.6,51,,,,,,,
USC00068138,"STORRS, CT US",1903-10,1903,10-Oct,2.8,51.1,59.9,42.3,,,,,,,
USC00068138,"STORRS, CT US",1903-11,1903,11-Nov,1.95,35.9,45,26.7,,,,,,,
USC00068138,"STORRS, CT US",1903-12,1903,12-Dec,4.26,23.4,32.6,14.1,,,,,,,
USC00068138,"STORRS, CT US",1904-01,1904,1-Jan,4.56,19.4,28.9,10,,,,,,,
USC00068138,"STORRS, CT US",1904-02,1904,2-Feb,2.81,18.6,28.6,8.7,,,,,,,
USC00068138,"STORRS, CT US",1904-03,1904,3-Mar,3.81,31.8,40.3,23.3,,,,,,,
USC00068138,"STORRS, CT US",1904-04,1904,4-Apr,6.41,42.9,52.9,33,,,,,,,
USC00068138,"STORRS, CT US",1904-05,1904,5-May,1.96,59.7,71.4,47.9,,,,,,,
USC00068138,"STORRS, CT US",1904-06,1904,6-Jun,2.53,63.3,74.4,52.2,,,,,,,
USC00068138,"STORRS, CT US",1904-07,1904,7-Jul,1.85,68.7,77.5,59.9,,,,,,,
USC00068138,"STORRS, CT US",1904-08,1904,8-Aug,6,66,75.6,56.3,,,,,,,
USC00068138,"STORRS, CT US",1904-09,1904,9-Sep,4.71,59.9,69.8,50.1,,,,,,,
USC00068138,"STORRS, CT US",1904-10,1904,10-Oct,2.19,48.1,58.5,37.7,,,,,,,
USC00068138,"STORRS, CT US",1904-11,1904,11-Nov,1.47,35.6,44.1,27.1,,,,,,,
USC00068138,"STORRS, CT US",1904-12,1904,12-Dec,2.42,22.4,31.4,13.4,,,,,,,
USC00068138,"STORRS, CT US",1905-01,1905,1-Jan,3.57,22.1,30,14.3,,,,,,,
USC00068138,"STORRS, CT US",1905-02,1905,2-Feb,1.21,19.4,28.5,10.3,,,,,,,
USC00068138,"STORRS, CT US",1905-03,1905,3-Mar,3.45,34.1,44.3,23.9,,,,,,,
USC00068138,"STORRS, CT US",1905-04,1905,4-Apr,2.87,,,,,,,,,,
USC00068138,"STORRS, CT US",1905-05,1905,5-May,0.9,56.7,67.3,46.2,,,,,,,
USC00068138,"STORRS, CT US",1905-06,1905,6-Jun,4.54,64.1,74,54.3,,,,,,,
USC00068138,"STORRS, CT US",1905-07,1905,7-Jul,1.77,71.1,80.6,61.6,,,,,,,
USC00068138,"STORRS, CT US",1905-08,1905,8-Aug,2.63,66,75.3,56.8,,,,,,,
USC00068138,"STORRS, CT US",1905-09,1905,9-Sep,5.79,59.7,68.8,50.6,,,,,,,
USC00068138,"STORRS, CT US",1905-10,1905,10-Oct,2.57,52.1,62.4,41.7,,,,,,,
USC00068138,"STORRS, CT US",1905-11,1905,11-Nov,2.73,38.1,47.5,28.7,,,,,,,
USC00068138,"STORRS, CT US",1905-12,1905,12-Dec,4.12,32.7,41.5,23.9,,,,,,,
USC00068138,"STORRS, CT US",1906-01,1906,1-Jan,3.16,31.5,40.8,22.3,,,,,,,
USC00068138,"STORRS, CT US",1906-02,1906,2-Feb,2.68,28.4,38.4,18.4,,,,,,,
USC00068138,"STORRS, CT US",1906-03,1906,3-Mar,5.45,28.9,38.3,19.5,,,,,,,
USC00068138,"STORRS, CT US",1906-04,1906,4-Apr,4.4,45.9,57.7,34.2,,,,,,,
USC00068138,"STORRS, CT US",1906-05,1906,5-May,5.87,56.7,69.2,44.2,,,,,,,
USC00068138,"STORRS, CT US",1906-06,1906,6-Jun,2.18,65.3,76.5,54.1,,,,,,,
USC00068138,"STORRS, CT US",1906-07,1906,7-Jul,5.03,69.8,78.6,61,,,,,,,
USC00068138,"STORRS, CT US",1906-08,1906,8-Aug,2.16,70.5,79.3,61.7,,,,,,,
USC00068138,"STORRS, CT US",1906-09,1906,9-Sep,2.65,63.7,74.7,52.6,,,,,,,
USC00068138,"STORRS, CT US",1906-10,1906,10-Oct,4.85,52.2,62.5,41.9,,,,,,,
USC00068138,"STORRS, CT US",1906-11,1906,11-Nov,2.39,39.5,47,32,,,,,,,
USC00068138,"STORRS, CT US",1906-12,1906,12-Dec,2.8,26.4,35.3,17.6,,,,,,,
USC00068138,"STORRS, CT US",1907-01,1907,1-Jan,3.13,25.8,35.7,16,,,,,,,
USC00068138,"STORRS, CT US",1907-02,1907,2-Feb,0.37,19,29.1,8.9,,,,,,,
USC00068138,"STORRS, CT US",1907-03,1907,3-Mar,1.68,35.9,46.7,25.1,,,,,,,
USC00068138,"STORRS, CT US",1907-04,1907,4-Apr,2.4,41.4,51.6,31.2,,,,,,,
USC00068138,"STORRS, CT US",1907-05,1907,5-May,3.16,50.7,61.8,39.7,,,,,,,
USC00068138,"STORRS, CT US",1907-06,1907,6-Jun,2.81,62.1,73.1,51,,,,,,,
USC00068138,"STORRS, CT US",1907-07,1907,7-Jul,1.45,69.4,80.5,58.4,,,,,,,
USC00068138,"STORRS, CT US",1907-08,1907,8-Aug,1.09,66,77.3,54.7,,,,,,,
USC00068138,"STORRS, CT US",1907-09,1907,9-Sep,9.72,62,70.2,53.7,,,,,,,
USC00068138,"STORRS, CT US",1907-10,1907,10-Oct,4.97,,57.1,,,,,,,,
USC00068138,"STORRS, CT US",1907-11,1907,11-Nov,6.91,40.4,48.3,32.5,,,,,,,
USC00068138,"STORRS, CT US",1907-12,1907,12-Dec,5.29,33.8,41.6,26,,,,,,,
USC00068138,"STORRS, CT US",1908-01,1908,1-Jan,3.26,27.8,37.1,18.6,,,,,,,
USC00068138,"STORRS, CT US",1908-02,1908,2-Feb,5.2,23.5,33.1,13.9,,,,,,,
USC00068138,"STORRS, CT US",1908-03,1908,3-Mar,3.94,36.1,45.4,26.9,,,,,,,
USC00068138,"STORRS, CT US",1908-04,1908,4-Apr,1.56,46,55.6,36.3,,,,,,,
USC00068138,"STORRS, CT US",1908-05,1908,5-May,6.57,59.3,69.6,49,,,,,,,
USC00068138,"STORRS, CT US",1908-06,1908,6-Jun,2.42,66.8,79.3,54.4,,,,,,,
USC00068138,"STORRS, CT US",1908-07,1908,7-Jul,5.37,71.6,82.1,61.1,,,,,,,
USC00068138,"STORRS, CT US",1908-08,1908,8-Aug,5.91,66.6,76.2,57.1,,,,,,,
USC00068138,"STORRS, CT US",1908-09,1908,9-Sep,1.45,63.4,74.2,52.7,,,,,,,
USC00068138,"STORRS, CT US",1908-10,1908,10-Oct,1.84,55,65.9,44.1,,,,,,,
USC00068138,"STORRS, CT US",1908-11,1908,11-Nov,0.8,40.1,48.4,31.8,,,,,,,
USC00068138,"STORRS, CT US",1908-12,1908,12-Dec,3.69,29.5,38.1,20.9,,,,,,,
USC00068138,"STORRS, CT US",1909-01,1909,1-Jan,2.77,28.6,37.9,19.3,,,,,,,
USC00068138,"STORRS, CT US",1909-02,1909,2-Feb,6.95,31.2,41,21.3,,,,,,,
USC00068138,"STORRS, CT US",1909-03,1909,3-Mar,3.99,32.7,41.3,24.1,,,,,,,
USC00068138,"STORRS, CT US",1909-04,1909,4-Apr,4.38,46.6,56.6,36.7,,,,,,,
USC00068138,"STORRS, CT US",1909-05,1909,5-May,3.89,55.7,66.9,44.6,,,,,,,
USC00068138,"STORRS, CT US",1909-06,1909,6-Jun,2.02,66.4,77.6,55.2,,,,,,,
USC00068138,"STORRS, CT US",1909-07,1909,7-Jul,0.84,67.5,79.5,55.5,,,,,,,
USC00068138,"STORRS, CT US",1909-08,1909,8-Aug,2.01,67.1,78.7,55.5,,,,,,,
USC00068138,"STORRS, CT US",1909-09,1909,9-Sep,5.32,60.4,71.1,49.8,,,,,,,
USC00068138,"STORRS, CT US",1909-10,1909,10-Oct,1.58,50.3,60,40.5,,,,,,,
USC00068138,"STORRS, CT US",1909-11,1909,11-Nov,1.73,44.5,53.5,35.6,,,,,,,
USC00068138,"STORRS, CT US",1909-12,1909,12-Dec,3.82,26.4,33,19.8,,,,,,,
USC00068138,"STORRS, CT US",1910-01,1910,1-Jan,5.73,27.9,35.7,20,,,,,,,
USC00068138,"STORRS, CT US",1910-02,1910,2-Feb,3.93,27.3,35.7,19,,,,,,,
USC00068138,"STORRS, CT US",1910-03,1910,3-Mar,1.31,43.5,53.3,33.7,,,,,,,
USC00068138,"STORRS, CT US",1910-04,1910,4-Apr,3.2,53.8,63.1,44.4,,,,,,,
USC00068138,"STORRS, CT US",1910-05,1910,5-May,1.5,56.8,66.8,46.9,,,,,,,
USC00068138,"STORRS, CT US",1910-06,1910,6-Jun,4.88,63.6,72.8,54.5,,,,,,,
USC00068138,"STORRS, CT US",1910-07,1910,7-Jul,2.24,71.7,82.7,60.8,,,,,,,
USC00068138,"STORRS, CT US",1910-08,1910,8-Aug,1.98,66.5,76.8,56.2,,,,,,,
USC00068138,"STORRS, CT US",1910-09,1910,9-Sep,4.66,61.9,72.1,51.8,,,,,,,
USC00068138,"STORRS, CT US",1910-10,1910,10-Oct,1.42,54.4,65,43.7,,,,,,,
USC00068138,"STORRS, CT US",1910-11,1910,11-Nov,3.51,37.8,45.1,30.6,,,,,,,
USC00068138,"STORRS, CT US",1910-12,1910,12-Dec,2.39,24.2,32.3,16.1,,,,,,,
USC00068138,"STORRS, CT US",1911-01,1911,1-Jan,1.05,30.2,37.5,22.9,,,,,,,
USC00068138,"STORRS, CT US",1911-02,1911,2-Feb,2.73,25.2,32.7,17.8,,,,,,,
USC00068138,"STORRS, CT US",1911-03,1911,3-Mar,3.56,33.1,42.7,23.4,,,,,,,
USC00068138,"STORRS, CT US",1911-04,1911,4-Apr,2.61,44.6,55,34.2,,,,,,,
USC00068138,"STORRS, CT US",1911-05,1911,5-May,0.33,62.2,73.8,50.5,,,,,,,
USC00068138,"STORRS, CT US",1911-06,1911,6-Jun,1.2,64.6,74.7,54.4,,,,,,,
USC00068138,"STORRS, CT US",1911-07,1911,7-Jul,2.3,73.1,84.5,61.6,,,,,,,
USC00068138,"STORRS, CT US",1911-08,1911,8-Aug,5.08,67.2,78.2,56.1,,,,,,,
USC00068138,"STORRS, CT US",1911-09,1911,9-Sep,2.94,61.4,70.9,51.9,,,,,,,
USC00068138,"STORRS, CT US",1911-10,1911,10-Oct,6.24,49.7,59.4,40.1,,,,,,,
USC00068138,"STORRS, CT US",1911-11,1911,11-Nov,4.39,38.3,46.6,30,,,,,,,
USC00068138,"STORRS, CT US",1911-12,1911,12-Dec,3.53,34.8,42.1,27.5,,,,,,,
USC00068138,"STORRS, CT US",1912-01,1912,1-Jan,1.43,17.6,25.9,9.4,,,,,,,
